STT,content,sentiment
801,"Một cuốn sách có câu chuyện khá buồn. Nhà có hai anh em, người anh chăm sóc cho em từ nhỏ đến lớn, lúc đó họ biết không họ không phải là anh em ruột. Sau này, cả hai nhận ra tình cảm của mình cho đến năm người em 16 tuổi, anh nói với ba và nhận lại một cái tát và một câu nói rằng họ là anh em cùng cha khác mẹ. Từ đó người anh đi lên thành phố học và không liên hệ gì với nhà. Từ lúc anh đi cô em không sống tốt được vì mẹ của cô thường lên cơn và đánh cô tàn bạo, bầm tím; cô chỉ biết ngồi một mình và khóc, không có người anh ngày nào đó chỉ cần nói là anh bảo vệ cô. Sau đó mẹ cô qua đời và người anh biết, anh ấy đưa cô về sống cùng. Trong thời gian đó, họ có nhiều lúc thăng trầm khác nhau sau đó anh cưới vợ nhưng vẫn không quên được tình cảm của mình cho em gái. Cho đến một lần cô đang chuẩn bị cho triển lãm tranh thì bị hoa mắt; sau đó cô vào bệnh viện khám thì phát hiện ra mình bị bệnh đa xơ cứng di truyền từ bố nhưng vẫn muốn giấy anh trai. Đến khi anh cô biết được thì cô cũng đã mất đi thị giác và đã gần chết, anh cùng cô đi ngắm tuyết rơi theo ước nguyện của cô và cô nghĩ mình sẽ không có được thấy ngày lễ thất tịch nào mà nắng nữa. Cô cùng anh về quê và sau đó cô qua đời và anh cũng được chẩn đoán bị căn bệnh quái ác đó. Một cái kết bi thương.",0
802,"Sách đẹp có tặng dấu trang. Trong đơn có thể hiện nhận quà tặng Sách nói First New nhưng không thấy trong hộp nhận hàng. Do không có nhu cầu nên cũng không phản hồi bên Tiki, chỉ lên đây bình luận thôi 🙂",-1
803,"chỉ trừ điểm do giấy hơi xấu, như là giấy Đà, màu hơi vàng và không mịn. còn nội dung thì không có gì phải bàn. giao hàng nhanh.",-1
804,"Sách đẹp, bọc cẩn thận, kỹ càng, chất liệu giấy nằm nằm ở điểm 7",0
805,"Sách bị rách bên trong. Vì mình từng gặp trường hợp sách thiếu trang và rách bên trong nên mới mở để kiểm tra. Lúc đầu đã thở phào vì tuy bìa sách hơi quăn do va đập nhưng chất lượng vẫn ổn, không ngờ đến gần cuối lại thế này. Mình muốn yêu cầu đổi lại😞.",-1
806,"Dù là hộp bị móp cả 4 góc nhưng nhờ đóng gói kỹ nên sách không hề hấn gì. Vẫn đẹp, mong sao về sau Tiki giao hàng hàng sẽ bọc thêm giấy xốp hoặc giấy bong bóng bảo vệ sách trong quá trình vận chuyển đỡ gây hư hại hơn",0
807,"sách xinh cực kì, dịch thuật thì chưa đọc nên mình chưa nhận xét được nhưng mà chắc trong khâu vận chuyển không cẩn thận nên sách mình bị nhăn 1 đầu như vậy, hơi buồn",-1
808,"Mình chưa đọc tác phẩm nên chưa nhận xét nội dung, tuy nhiên, với độ dài gần 700 trang và dày đặc chữ mà in trên nền giấy màu tối như vậy thì không hiểu nhà xuất bản có dụng ý gì. Mình là đứa rất thích đọc sách mà cầm cuốn sách có trang giấy tối không ưng ý nên khá thất vọng. Hy vọng nếu tái bản, nhà xuất bản nên lựa chọn loại giấy sáng màu hơn để in.",-1
809,"Bìa sách đẹp, màu trang sách hơi ngả vàng như những tờ giấy thời còn chiến tranh nhưng sáng màu hơn 1 chút, giúp thu hút người đọc khi đọc Vòm Rừng, nhưng giao hàng hơi lâu một tí, có một vài chỗ bo góc bị móp nhưng không sao, do chỉ bị móp nhẹ. Nội dung chưa đọc nên em không biết như thế này, nhưng vẻ ngoài của sản phẩm nhìn rất ổn. Không uổng phí thời gian đợi sách😆.",0
810,"Sách rất đẹp và mới. Mình thích thiết kế trên bìa sách, trang lót và màu giấy rất đẹp, nâu nâu ngà ngà, trông thật lạ mắt. Tuy quyển sách to dầy, nhưng lại không có dấu trang, hay dấu trang của mình bị rớt nhỉ.",0
811,"Mình mới nhận được sách sáng nay và khá thất vọng về cách gói hàng của Tiki, mặc dù đã có bảo vệ sách nhưng sách vẫn bị rách :(((((",-1
812,có vết lỗi phía sau nên hơi bị buồn luôn tức từ trưa đến giờ 》》 nhưng nói chung thì cũng ổnkkk,0
813,Sách chất lượng thời gian giao hàng cũng nhanh nữa . Những phần bài tập không có chỗ làm trực tiếp nên mình phải làm ra tập nhưng nói chung sách vẫn rất tốt,0
814,"sách 1 phần bị gãy bìa , nên các trang bên trong cũng cong theo 😞 mong cửa hàng gói hàng cẩn thận xíu ạ 😞 còn lại thì tất cả đều ổn hết ❤️ giao hàng cực nhanh ❤️",-1
815,"Chất lượng giấy in kém, quá nhiều chữ cho một trang giấy, căn lề/giãn cách dòng không hợp lý nên đọc rất mỏi mắt. Mình để 2 sao dành cho bìa.Mình so sánh với mặt bằng chung các cuốn sách khác cũng mua trên TIKI.",-1
816,"Sách đẹp tuyệt! Hôm rồi tìm trên trang mạng của Kim Đồng vẫn thấy 8.10 mới có hàng. Vậy mà không hiểu sao mình có thể mua ở Tiki từ tháng 9 @.@ Tiki giao hàng thần tốc, sách nguyên vẹn góc gáy, bao nhựa vừa in và phẳng phyêu.",0
817,"Mình chưa đọc nội dung nên chưa đánh giá được hay thế nào. Nhưng chất lượng giao hàng làm mình không hài lòng. Sách bìa cứng như bị móp phần gáy ở dưới, hộp đựng trang bìa cũng bị móp tương tự. Mong tiki cải thiện chất lượng giao hàng Lật bên trong thì giấy rất tốt, chất lượng in đẹp.",0
818,"Giao hàng nhanh chóng. cửa hàng đóng gói cẩn thận kỹ càng, đầy đủ sản phẩm. Tuy nhiên có một màu nâu bị dính bẩn, màu xám bị mất một góc và những viền trắng bên trong hơi bẩn. Mong cửa hàng sẽ khắc phục 😊 Màu vẽ cũng ổn thích hợp với những người mới học vẽ như mình👍",-1
819,Tại sao cửa hàng quảng cáo là màu Giorgion trong khi mình nhận được là hãng Magritte và bề ngoài hoàn toàn khác biệt. Mình không biết màu tô có đẹp hay không nhưng ít nhất cửa hàng hãy bán hàng có tâm đi. Chúc sớm ngày sập tiệm >_,-1
820,"mua làm quà tặng cho mấy nhóc nhỏ. đóng gói rất cẩn thận, còn ghi chú hàng dễ vỡ nữa. mẫu mã cũng rất đẹp. còn chất lượng thì không có dùng thử nên không biết",0
821,"Sách in bị đảo thứ tự trang, làm cho đoạn kết bị dời ra sau Lời bạt. Cái này là lỗi từ nhà xuất bản đúng không nhỉ? Tiki giao nhanh, nội dung lôi cuốn",0
822,"chưa đọc xong nên hỏng tóm tắt   được nhưng mà giao hàng nhanh quá quá á, yêu Tiki 🥰",0
823,"Mặc dù là mua combo nhưng không ảnh hưởng đến quy định bọc sách thì vẫn phải bọc cho mình chứ. Huống hồ combo này bị lẻ, mấy bạn bọc nhựa quanh 2 cuốn này rồi đốt cho nó dính chứ có phải nguyên bộ nó đâu, lại còn bọc nhựa bị rách nữa. Ghét nhất mấy vụ này, vì trong thông báo là được bọc sách",0
824,"sách khá chất lượng. Có chút vấn đề lúc giao hàng. Các bạn cần liên hệ khách hàng trước để trao đổi về thời gian mà khách hàng có thể nhận hàng được. Bất ngờ gọi điện và yêu cầu nhận hàng ngay trong giờ hành chính là không thể được vì lúc đó, tôi đang làm việc tại công sở.",0
825,"Do mọi người bàn tán quá nhiều về 2 cuốn sách này nên mình đặt, tuy nhiên cá nhân mình không thích lắm, và nó không đọng lại gì nhiều trong mình. Cách tác giả viết như một dạng truyện phóng tác lồng vào trong đó là những suy nghĩ và triết lý của tác giả, thật không hẳn thật, hư cấu không hẳn hư cấu. Mình cảm thấy thoải mái hơn và cảm tốt hơn với những câu chuyện kể đã thật là thật hẳn, hoặc nếu tác giả muốn thể hiện quan điểm của mình thì có thể cứ gạch đầu dòng đi thẳng vào vấn đề. Dịch vụ giao hàng của Tiki tốt.",-1
826,"quyển Muôn kiếp nhân sinh thì ổn, nhưng quyển Hành trinh về phương đông của mình bị lặp trang và thiếu khoảng mười mấy trang rồi, mình có thể đổi quyển khác được không Tiki?",0
827,"Mình có mua combo này kèm 1 quyển sách khác, có yêu cầu sử dụng bảo vệ sách. Nhưng khi nhận hàng, tiki chỉ bọc mỗi quyển sách lẻ, còn combo này thì không. Trong khi bảo vệ sách đã bị trừ trên hệ thống.",0
828,"tiki giao nhanh hơn mình nghĩ. sách được bọc đẹp, cẩn thận lắm nhé mọi người. tuy nhiên mọi người lưu ý những sách mua theo combo sẽ không được bọc bảo vệ sách.",-1
829,"Tôi ưng chất lượng giấy của cuốn Hành trình về Phương Đông. Cuốn Muôn kiếp nhân sinh giấy bị trắng loá và nặng, gây khó khăn cho việc đọc, nhất là với người cao tuổi. Xin cảm ơn bạn.",-1
830,"Mình mua rất nhiều sách tiki rồi , nhưng phải nói là chưa cuốn sách nào nào làm mình hài lòng 100% cả ! Về cuốn này cũng vậy . Về nội dung thì mình không nói nhưng ít ra sách bề ngoài cũng phải mới chút . Chứ mua mới mà về nó cứ xước xước cảm giác rất khó chịu luôn . Vết xước tuy rất nhỏ nhưng mà rất nhiều . Hầu nhưng cả mặt trước và sau sách luôn . Vết xước này mình đoán chắc làm do quá trình đóng gói và vận chuyển đây . Mong tiki làm tốt hơn ở khâu này Mình vẫn cho 5* vì vấn đề không quá đáng kể",-1
831,"Sách siêu đẹp và mới luôn! Tuy vẫn có một vài lỗi nhỏ xíu xyêu nhưng không sao hết, mình không để tâm lắm. Tổng cộng là 70.600₫ kể cả giao hàng (nay tăng lên 19.000₫, dịch mà kì ghê) nhưng mà nhân viên giao hàng chỉ lấy mình 70.000₫ :D",0
832,"không biết là lấy sách trưng bày hay sao nhưng sách có vẻ hơi cũ và quăng góc, mình mong là lần sau giao sách cho khách thì nên kiểm tra quá để đưa một cuốn sách nguyên vẹn chứ ỷ lại giao hàng trực tuyến thì muốn giao sao cũng được khiến mình khá khó chịu",0
833,"Mua vì thấy tóm tắt   tốt quá nhưng thật sự hối hận sau khi mua nó. Nội dung thì dài dòng, chả giải quyết được điều gì ngoài những lời vô cùng sáo rỗng và dài dòng. Lúc trước nghe tên Napoleon Hill khá là ấn tượng nhưng sau khi biết được vài kịch tính của ông thì không còn một chút ấn tượng tốt đẹp nào nữa. Về sau mình sẽ tìm hiểu kỹ về tác giả trước khi quyết định mua sách của họ. Và có một sự thật là sách giúp đỡ trước khi help cho bạn thì bạn đã help cho tác giả kiếm tiền rồi. Chia buồn với những ai là fan sách giúp đỡ.",-1
834,"Đây là cuốn sách về sức khoẻ mà tôi thật sự tâm đắc, mặc dù có 1 số luận cứ chưa thật vững vàng nhưng từ bản thân đã trải qua tôi tin là đúng. Hãy đọc và cố gắng điều chỉnh tốt nhất có thể.",0
835,"Không hiểu sao có 1 cuốn kích thước to hơn hẳn 3 cuốn còn lại nên khi xếp lên kệ sách rất không đồng đều. Nội dung có thể đọc đi đọc lại nhiều lần. Sách nghiên cứu, nhưng dễ đọc.",0
836,"Sách đúng như hình, nội dung tốt, TIKI giao hàng tháng 5 quá chậm hẹn thứ 2 mà thứ 6 mới giao hàng. Đã phản ảnh mà không thấy thay đổi.",-1
837,"Tiki giao hàng nhanh, phục vụ nhiệt tình, sản phẩm khá chắc chắn, giống như hình đã đăng, màu sắc đẹp nhưng rìa sản phẩm chưa được thẳng, những phần nối còn hơi lỗi, chưa được đẹp mắt lắm nhưng nhìn chung thì dễ thương. Khuyến khích mua 👍",0
