STT,content,sentiment
815,"Tác phẩm thuần trinh thám, theo motif suy luận cổ điển kiểu Agatha Christie. Ban đầu đọc cũng khá bình thường, chưa kể còn nhiều lỗ hổng, đơn cử như việc xét nghiệm ADN để xác định huyết thống cũng không được bàn tới, rồi các nhân vật quá ngây ngô... Tuy nhiên khi sự thật phơi bày, khi cái kết đến và khép lại tất cả, thì... độc giả phải ồ lên rằng: ""Đúng là Higashino Keigo!"". Ấn tượng và day dứt. Mình chợt cảm thông cho nhân vật nữ chính, cô khao khát được yêu thương, cô đã quá cô đơn, vậy mà... Bác Keigo quả là vẫn rất tàn nhẫn với nhân vật của mình. Phải công nhận rằng các sáng tác của Higashino Keigo thật đa dạng, chủ đề không trùng lặp, mỗi cuốn một vẻ và luôn để lại nhiều trăn trở. Bởi vậy nên sách của bác ra cuốn nào vẫn phải theo cuốn đó.",1
816,"Tuy vụ án không quá li kỳ và không có nhiều mối quan hệ chằng chịt. Nhưng truyện này cũng có ba điểm sự hấp dẫn khác biệt so với những cuốn mình đã đọc trước đó: 1) Sử dụng ngôi kể thứ nhất thay vì thứ ba. Người kể chính là người gây án, lại là lời nội tâm của một cô gái - cách kể này mới lạ và có chiều sâu hơn hẳn. 2) Vụ án không được phá bởi cảnh sát hay thám tử Galileo, mà bởi nữ chính. Và cái kết kịch tính cũng được tạo ra bởi nữ chính, không ai ngăn chặn được. 3) Sự đánh tráo nạn nhân- hung thủ và sự giả danh, đến 2 lần: lần 1- đã được thông báo từ đầu truyện là của nữ chính, lần 2- bất ngờ hơn là của nam chính. Nhìn chung là nếu bạn mê văn của bác Keigo, thì nên mua để sưu tập một cách kể đa dạng mới. Còn nếu kì vọng về một vụ án đồ sộ và lắt léo như kiểu Bạch dạ hành thì không nên mua.",1
817,"Mình là fan của bác Keigo từ khi đọc Namiya. Trong truyện của bác có một chi tiết rất thú vị ""một người tưởng như đã chết sẽ quay lại bằng cách nào đó và tiết lộ cho chúng ta biết những mảnh ghép còn thiếu của câu chuyện"". Câu chuyện về lữ quán cũng vô cùng thương tâm, về những kẻ lòng tham vô đáy, kẻ ích kỷ chỉ muốn giành lấy lợi ích cho bản thân, kẻ mang định kiến về vẻ bề ngoài của phụ nữ, kẻ sẵn sàng bất chấp luân thường đạo lí, kéo cả những người vô tội vào cuộc chỉ để phục vụ cho mục đích của mình. Tiểu thuyết của bác Keigo luôn luôn lôi cuốn, mình đã đọc là xác định dành thời gian dài để nghiền ngẫm và đọc cho đến trang cuối cùng luôn, k thể nào bỏ xuống được. Và mình hiểu được dụng ý của người dịch khi để tên nhân vật bằng chữ in hoa chứ k phải chữ thường, văn phong dịch có nhiều từ ngữ rất thú vị mà mình chưa gặp trước đây. Nhã Nam mình luôn thích khoản dịch thuật, và bìa sách thì quá xuất sắc nhưng nội dung còn sâu sắc và bi thương hơn ❤ mãi ủng hộ bác Keigo. 🥺",1
818,"Tác phẩm gây được sự hồi hộp cho mình. Mặc dù được viết từ những năm chín mấy nhưng ko bị cũ kĩ và khó tiếp cận. Cảm giác xuyên suốt của mình là mong cho nhân vật chính ko bị lộ, đồng thời cũng lờ mờ đoán dần những sát thủ. Thế nhưng “trùm cuối” làm mình phải há hốc mồm vì ngạc nhiên. Phải nói Keigo có năng lực sáng tác, tạo bối cảnh, câu chuyện và tình huống thât tài tình. Mỗi cuốn sách lại mang tới 1 điều mới lạ",1
819,"Lần đầu tiên mình đọc sách của tác giả người Nhật (không tính Doraemon và Conan nè). Nghe noi tác giả này noi tieng qua ""Phía sau nghi can X"" mà giờ mình mới biết. Thật sự vẫn chưa đọc xong cuốn này nhưng ngay từ trang đầu tiên đã bị hấp dẫn bởi tình huống nhà văn đưa ra. Mở đầu với cách cư xử, lời nói của các nhân vật, đặc biệt là nữ9 để rồi người đọc tò mò, phải đặt ra cho bản thân loạt câu hỏi đằng sau hành động ấy. Vì sao họ (cô ấy) lại làm vậy? Quá khứ dần được lật mở, nhưng chỉ một phần nào thôi, đủ để lôi kéo độc giả theo hết cuốn sách.",1
820,"Về nội dung : .Chương đầu đọc hơi chán , vì đây là văn phong của 1 bác sĩ .Nhưng từ chương 2 sách rất hay. Đặc biệt có ích cho những ai chuyên bị các thánh HR bắt nạt ngầm nơi công sở . Hay dành cho những ai cảm thấy bứt rứt khó chịu trc 1 người mà ko hiểu tại sao . Rất đáng để mua . Mình đọc cả đêm luôn . rất rất có ích. Giấy hơi có mùi kinh khủng . mình phải lấy nc hoa để xịt vào .",-1
821,"Tiki là chuyên về sách, cuốn sách Sói Đội Lốt Cừu giá bìa 110k, bán 88k, giảm giá không nhiều, nhưng giấy in rất xấu, nhám và có mùi, từ nay không thèm mua sách online trên tiki nữa",-1
822,Sách đóng gói rất cẩn thận. Shipper rất nhiệt tình Sách mới chưa đọc nhưng có vẻ hấp dẫn Là cuốn hiếm hoi nói về nghệ thuật thao túng tâm lý,1
823,"Giao hàng nhanh, đóng gói cẩn thận! Mong sau này Tiki có nhiều khuyến mãi free ship nữa ạ^^ Nội dung thì hay khỏi phải nói nhiều👍",1
824,"Giao nhanh. Sách đọc nhanh tuy hơi khó hiểu, đại loại là giúp ta nhận biết được kẻ ác và tránh sụp bẫy",0
825,đóng gói rất kỷ lưỡng.,1
826,"Sách hay, sách hay",-1
827,khá hay,1
828,Bình Thường,0
829,Rất tuyệt vời,1
830,"Một câu chuyện hoàn hảo và nhân văn, chứa đựng trong đó là một tâm hồn trong sáng đầy tình thương yêu. Tuy vậy, nó vẫn đan xen những nỗi buồn sâu thẳm giữa bầu trời đầy sao và ánh trăng. Chất văn của bác Ánh thì không lẫn vào đâu được, xứng đáng là người kể chuyện cho tuổi thơ, phản ánh cái chất trong trẻo và thơ ngây một cách chân thực của những năm tháng mà ai trong mỗi chúng ta đều đã trải qua. Chất lượng sách của NXB Trẻ thì không phải bàn cải, hảo hạng. Cảm giác cầm trên tay thật thích thú, trang trí bìa lại bắt mắt làm cho giá trị quyển sách càng tăng thêm. Các bạn sẽ nhận được nhiều giá trị khi đọc xong câu chuyện “Làm bạn với bầu trời”",1
831,"Sách đẹp , gói cẩn thận , giao hàng nhanh, có kèm bookmark-khung ảnh. Cuốn này mình rất là ưng lun. Có điều hơi bị cong mép. ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",1
832,"Tôi rất hài lòng về sản phẩm này . Khi giao hàng Tiki đã bọc sách cẩn thận và tỉ mỉ . Còn quyển sách rất hay và thú vị ,sách có thể phù hợp với mọi lứa tuổi.Mọi người nếu muốn mua hãy lên Tiki vì trên Tiki giá hữu ích hơn ở ngoài và hãy ở nhà lên Tiki mua đồ để chống dịch.",1
833,Do giao chung với một sản phẩm khác thói quen của mình là khui từ đấy thùng .dùng dao rọc giấy nên vô tình làm xước sách .mình tính mua làm quà tặng như h đành đặt quyển khác .tiki nên xem xét sách đóng gói riêng 1 hộp khác.sách đầy đủ quà tặng 💝.in chất lượng. mình chưa đọc .nhưng chắc là một tác phẩm đáng mong đợi.,-1
834,"Về cách giao hàng của Tiki mình hài hài lòng giao nhanh trước sự kiến đóng gói cẩn thận kĩ càng. Còn về nội dung của quyển sách thì cực kì hay và có cảm giác lôi cuốn người đọc, mik đọc hết cuốn sách này vào ngày chủ nhật cảm giác như mình và thiên nhiên được gộp lại thành một vậy vừa đọc xong mik cảm giác như được tách biệt với thế giới ồn ào ngoài kia mà như đang được đắm chìm vào những trang giấy những dòng lôi cuốn dạ diết. Mik khuyên các bạn nên đọc sẽ cảm thấy nhẹ lòng hơn đấy",1
835,"sách mua về hài lòng lắm đầu tiên phải nói đến dịch vụ giao hàng của tiki đặt giao siêu nhanh sản phẩm giao về rất chất lượng giống hình,bìa khá đẹp,bọc bookcare bóng ko lỗi ôm sát vào sách 🤗 ngoài ra còn kèm theo bookmark,khung ảnh... siêu ưng. còn về phần nội dung cốt truyện thì chưa đọc nên chưa đánh giá được nhưng biết chuyện của bác ánh nên rất hứng thú chắc sẽ cuốn hút lắm đây... Mọi người nên mua nếu có nhu cầu nhé một trong những tác phẩm nổi tiếng của bác Ánh mà nên tìm hiểu và đọc.❤👍",1
836,"Đầu tiên phải nói là thất vọng về chất lượng sách. Giấy vẫn tốt, mực in tốt, chỉ có điều sách bị lỗi như hình. Nhiều tờ bị dư giấy, dính giấy và đóng sách bị lõm bên trong nên khi mở sách ra là bị rách. Với người thích mua sách về đọc và giữ sách đặc biệt là sách của tác giả mình thích thì không chấp nhận được. Nhận sách xong thất vọng hẳn. Về nội dung sách: Truyện của Nguyễn Nhật Ánh luôn gợi nhớ người đọc về lại với tuổi thơ, cái thời mà giờ cứ mãi nhớ, mãi luyến tiếc. Thấy mình đâu đó trong câu chuyện của các bạn nhỏ. NNA mang đến cho người đọc từ bất ngờ này đến bất ngờ khác. Người đọc dễ bị cuốn vào dòng cảm xúc của nhân vật. Càng đọc càng không thể bỏ cuốn sách xuống, cứ vừa đọc vừa hy vọng. Cách nhìn nhận cuộc sống theo hướng tích cực mà NNA mang lại qua nhân vật Tèo rất ý nghĩa. 5 sao cho nội dung sách.",0
837,"Sách của bác Ánh luôn mang một cái gì đó bình dị, chất phác, có lẽ vì thế mà bình chưa từng bỏ sót một cuốn sách nào của bác. Sách của bác mọi lứa tuổi đều có thể đọc được và hầu hết chỉ xoay quanh 2 đối tượng là "" người lớn "" và ""trẻ con"". Vẫn là chất văn ấy, bác Ánh đưa người đọc hết bất ngờ này đến bất ngờ khác, khó có thể đoán được các sự kiện diễn ra tiếp theo và cứ thế lôi cuốn người đọc không sao rời khỏi được cuốn sách. Câu chuyện dưới cái nhìn của Lam, với những người bạn thân là Nghị, Hằng... về thằng Tèo - một đứa trẻ không may mắn như những đứa trẻ khác (bị tai nạn, không biết cha cũng không biết người mẹ thực sự của mình là ai, bị dượng đối xử thờ ơ và có cực kỳ bất công) nhưng trái tim cậu vẫn luôn nhân hậu, vẫn không oán trách bất cứ ai và luôn tìm thấy được những điều tích cực trong hoàn cảnh khó khăn. Cách nhìn cuộc đời và những suy nghĩ ngây thơ của cậu bé sẽ khiến người đọc xúc động, thấy Tèo tuy còn nhỏ nhưng thực sự rất biết điều, và điều đó cũng lan toả, thay đổi suy nghĩ của những người xung quanh là Lam, là Nghị, là Hằng, và tất cả chúng ta theo 1 hướng tích cực hơn. Về hình thức, Tiki đóng gói rất đẹp, giao hàng cực nhanh, mình đặt tối hôm trước hôm sau nhận được hàng luôn. Đi kèm với quyển sách là một khung ảnh tặng kèm cũng đẹp không kém giúp chúng ta có thể lưu giữ ảnh để đặt ngay ở bàn học, bàn làm việc để trang trí cũng rất ok luôn. Sẽ tiếp tục ủng hộ Tiki lâu dài.",1
838,"Một cuốn sách để lại cho mình rất nhiều suy nghĩ, cuốn sách giúp mình nhìn nhận lại cuộc đời, mình ngưỡng mộ em Tèo, bị gãy chân, bị ghẻ lạnh, bị bỏ rơi, nhưng Tèo vẫn luôn vui vẻ, em tự họa lại cuộc đời của bản thân, em chỉ mong muốn ba em thương em ít lại như anh hai em.",1
839,"Một quyển sách nhẹ nhàng, nội dung phù hợp cho mọi lứa tuổi. Mình thích những triết lý về cuộc sống mà tác giả đưa ra rất đơn giản dưới góc nhìn con trẻ :D Đọc cảm thấy học đc ở Tèo sự lạc quan, tích cực, luôn quan sát mọi thứ để thấy yêu cuộc sống từ những điều nhỏ nhất ❤️ Cách dẫn chuyện luôn lôi cuốn và gây bất ngờ cho người đọc ngay và tháo nút rất hợp lý, happy ending nên mình rất thích",1
840,Săn sale ngày 11/11 nên rất thích dùng tikinow nên qua hôm sau đã nhận được rồi,-1
841,Giao hàng nhanh cực :)),1
842,tập này các pạn trẻ siêu ngầu luôn ạ =)),1
843,Truện bị rách rất nhiều và cả ướt nữa,-1
